speaker	sentence	frequency	syntax	VA	dur_VA	abs1_VA	abs1_VA_dur	abs2_VA	abs2_VA_dur	abs3_VA	abs3_VA_dur	AN	dur_AN	abs1_AN	abs1_AN_dur	abs2_AN	abs2_AN_dur	abs3_AN	abs3_AN_dur	verb	V_freq	noun	N_freq	V_A_freq	A_N_freq	ratio_BI	dummy
Sp16	Sn156	fi	aa	urned_sm	0,666	R-V-Rh	0,428	IM1-R(P)?	0,011	A-On	0,227	ooth_b	0,251	A-Rh	0,171	YY	YY	?N-Cl	0,08	turned	Vf	baulks	Ni	VA_low	AN_low	r_VA_high	XXX
Sp16	Sn157	if	aa	urned_sm	0,582	V-Rh	0,317	IM1-R(P)?	0,006	A-On	0,259	ooth_b	0,288	A-Rh	0,199	YY	YY	N-Cl	0,088	churned	Vi	balls	Nf	VA_low	AN_high	r_AN_high	XXX
Sp16	Sn158	ii	aa	urned_sm	0,541	V-Rh	0,313	IM1-R(P)?	0,01	A-On	0,218	ooth_b	0,257	A-Rh	0,155	YY	YY	N-Cl	0,102	turned	Vf	baulks	Ni	VA_low	AN_low	r_VA_high	XXX
Sp16	Sn159	ff	aa	th+IM	0,148	YY	YY	YY	YY	YY	YY	in_f	0,304	A-Rh	0,201	YY	YY	N-On	0,103	wear	Vf	farmers	Nf	VA_high	AN_low	r_VA_high	XXX
Sp16	Sn160	fi	aa	th	0,164	YY	YY	IM1-P	0,135	YY	YY	in_f	0,302	A-Rh	0,169	YY	YY	N-On	0,133	wear	Vf	farthings	Ni	VA_high	AN_low	r_VA_high	XXX
Sp16	Sn161	if	aa	th+IM	0,125	YY	YY	YY	YY	YY	YY	in_f	0,271	A-Rh	0,149	YY	YY	N-On	0,122	pare	Vi	farmers	Nf	VA_low	AN_low	r_AN_high	XXX
Sp16	Sn162	ii	aa	th	0,132	YY	YY	IM1-P	0,092	YY	YY	in_f	0,27	A-Rh	0,175	YY	YY	?N-On	0,095	pare	Vi	farthings	Ni	VA_low	AN_low	r_VA_high	XXX
Sp16	Sn167	ff	bb	k_f	0,162	V-Co	0,117	YY	YY	YY	YY	ree_p	0,13	A-ORh	0,08	YY	YY	N-Cl	0,051	walk	Vf	people	Nf	VA_high	AN_high	r_AN_high	XXX
Sp16	Sn168	fi	bb	k_f	0,255	V-Co	0,102	YY	YY	YY	YY	ree_p	0,465	A-ORh	0,33	YY	YY	N-Cl	0,135	walk	Vf	peafowls	Ni	VA_high	AN_low	r_VA_high	XXX
Sp16	Sn169	if	bb	k_f	0,23	V-Co	0,086	YY	YY	YY	YY	ree_p	0,374	A-ORh	0,263	YY	YY	N-Cl	0,112	stalk	Vi	people	Nf	VA_low	AN_high	r_AN_high	XXX
Sp16	Sn170	ii	bb	k_f	0,236	V-Co	0,075	YY	YY	YY	YY	ree_p	0,462	A-ORh	0,331	YY	YY	N-Cl	0,131	stalk	Vi	peafowls	Ni	VA_low	AN_low	r_VA_high	XXX
Sp17	Sn125	ff	aa	ade(+rel)	0,304	V-Rh	0,275	IM1-R(P)	0,028	YY	YY	d_p	0,114	A-Co	0,032	IM2-R	0,017	N-Cl	0,065	made	Vf	pictures	Nf	VA_high	AN_high	r_med	XXX
Sp17	Sn126	fi	aa	ade(+rel)	0,289	V-Rh	0,248	YY	YY	YY	YY	d_p	0,128	A-Co	0,041	IM2-R	0,019	N-Cl	0,068	made	Vf	pitchers	Ni	VA_high	AN_high	r_VA_high	XXX
Sp17	Sn127	if	aa	ade(+rel)	0,234	V-Rh	0,213	IM1-R(P)	0,02	YY	YY	d_p	0,129	A-Co	0,019	IM2-R	0,032	N-Cl	0,079	shade	Vi	pictures	Nf	VA_high	AN_high	r_med	XXX
Sp17	Sn128	ii	aa	ade(+rel)	0,285	V-Rh	0,247	IM1-R(P)	0,038	YY	YY	d_p	0,128	A-Co	0,043	IM2-R	0,023	N-Cl	0,062	shade	Vi	pitchers	Ni	VA_high	AN_high	r_VA_high	XXX
Sp17	Sn129	ff	aa	ke_c	0,177	V-Co	0,051	YY	YY	A-Cl	0,065	lean_f	0,369	R-A-ORh	0,256	YY	YY	N-On	0,112	make	Vf	fields	Nf	VA_high	AN_high	r_VA_high	XXX
Sp17	Sn130	fi	aa	?ke_c	0,15	V-Co	0,043	IM1-R	0,053	A-Cl	0,054	lean_f	0,335	R-A-ORh	0,22	YY	YY	N-On	0,115	make	Vf	fiefs	Ni	VA_high	AN_low	r_VA_high	XXX
Sp17	Sn131	if	aa	ke_c	0,205	V-Co	0,076	IM1-R	0,072	A-Cl	0,056	lean_f	0,408	R-A-ORh	0,281	YY	YY	N-On	0,127	rake	Vi	fields	Nf	VA_med	AN_high	r_AN_high	XXX
Sp17	Sn132	ii	aa	ke_c	0,221	V-Co	0,084	IM1-R?	0,067	A-Cl	0,071	linf	0,492	R-A-ORh	0,331	YY	YY	N-On	0,161	rake	Vi	fiefs	Ni	VA_med	AN_low	r_VA_high	XXX
Sp17	Sn137	ff	bb	ayed(+rel)	0,157	YY	YY	YY	YY	YY	YY	k_s	0,247	A-Co	0,096	IM2-R(P)	0,026	N-On	0,125	stayed	Vf	sisters	Nf	VA_high	AN_low	r_VA_high	XXX
Sp17	Sn138	fi	bb	ayed(+rel)	0,145	R-V-Rh	0,137	IM1-R	0,008	YY	YY	k_s	0,206	YY	YY	YY	YY	N-On	0,136	stayed	Vf	sissies	Ni	VA_high	AN_low	r_VA_high	XXX
Sp17	Sn139	if	bb	ayed(+rel)	0,194	R-V-Rh	0,182	IM1-R?	0,012	YY	YY	k_s	0,37	A-Co	0,133	IM2-RP	0,112	N-On	0,126	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp17	Sn140	if	bb	ayed(+rel)	0,206	R-V-Rh	0,196	IM1-R	0,01	YY	YY	k_s	0,237	A-Co	0,093	IM2-R(P)?	0,017	N-On	0,127	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp17	Sn141	ii	bb	ayed(+rel)	0,203	R-V-Rh	0,193	IM1-R?	0,009	YY	YY	k_s	0,228	A-Co	0,075	IM2-R(P)?	0,029	N-On	0,124	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp17	Sn142	ii	bb	ayed(+rel)	0,201	R-V-Rh	0,186	IM1-R	0,015	YY	YY	k_s	0,337	A-Co	0,084	IM2-RP	0,135	N-On	0,119	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp17	Sn149	ff	aa	l	0,054	YY	YY	YY	YY	A-On	0,054	oose_b	0,221	A-Rh	0,132	YY	YY	N-Cl	0,089	shake	Vf	boxes	Nf	VA_high	AN_high	r_med	XXX
Sp17	Sn150	fi	aa	l	0,038	YY	YY	YY	YY	A-On	0,038	oose_b	0,23	A-Rh	0,149	YY	YY	N-Cl	0,081	shake	Vf	bobbers	Ni	VA_high	AN_low	r_VA_high	XXX
Sp17	Sn151	if	aa	l	0,053	YY	YY	YY	YY	A-On	0,053	oose_b	0,276	A-Rh	0,196	YY	YY	N-Cl	0,08	snakes	Vi	boxes	Nf	VA_med	AN_high	r_AN_high	XXX
Sp17	Sn152	ii	aa	l	0,047	YY	YY	YY	YY	A-On	0,047	oose_b	0,29	A-Rh	0,197	YY	YY	N-Cl	0,093	snakes	Vi	bobbers	Ni	VA_med	AN_low	r_VA_high	XXX
Sp17	Sn159	ff	aa	th	0,159	YY	YY	YY	YY	A-On	0,159	in_f	0,244	A-Rh	0,133	YY	YY	N-On	0,111	wear	Vf	farmers	Nf	VA_high	AN_low	r_VA_high	XXX
Sp17	Sn160	fi	aa	th	0,142	YY	YY	YY	YY	A-On	0,142	in_f	0,258	A-Rh	0,158	YY	YY	N-On	0,1	wear	Vf	farthings	Ni	VA_high	AN_low	r_VA_high	XXX
Sp17	Sn161	if	aa	th	0,12	YY	YY	YY	YY	A-On	0,12	in_f	0,259	A-Rh	0,147	YY	YY	N-On	0,112	pare	Vi	farmers	Nf	VA_low	AN_low	r_AN_high	XXX
Sp17	Sn162	ii	aa	th	0,149	YY	YY	YY	YY	A-On	0,149	in_f	0,244	A-Rh	0,141	YY	YY	N-On	0,103	pare	Vi	farthings	Ni	VA_low	AN_low	r_VA_high	XXX
Sp18	Sn113	ff	aa	ropped_f	0,507	R-V-ORh	0,32	YY	YY	YY	YY	lat_p	0,262	A-ONu	0,117	YY	YY	YY	YY	dropped	Vf	plants	Nf	VA_med	AN_med	r_med	XXX
Sp18	Sn114	fi	aa	ropped_f	0,422	R-V-ORh	0,274	YY	YY	YY	YY	lat_p	0,238	A-ONu	0,115	YY	YY	YY	YY	dropped	Vf	planks	Ni	VA_med	AN_med	r_med	XXX
Sp18	Sn115	if	aa	ropped_f	0,512	R-V-ORh	0,342	YY	YY	YY	YY	lat_p	0,274	A-ONu	0,109	YY	YY	YY	YY	cropped	Vi	plants	Nf	VA_low	AN_med	r_AN_high	XXX
Sp18	Sn116	ii	aa	ropped_f	0,59	R-V-ORh	0,349	YY	YY	YY	YY	lat_p	0,251	A-ONu	0,11	YY	YY	YY	YY	cropped	Vi	planks	Ni	VA_low	AN_med	r_med	XXX
Sp18	Sn121	ff	aa	d_c	0,14	V-Co	0,043	IM1-R	0,019	A-Cl	0,078	losed_d	0,362	YY	YY	YY	YY	YY	YY	called	Vf	doors	Nf	VA_med	AN_high	r_AN_high	XXX
Sp18	Sn122	fi	aa	d_c	0,149	V-Co	0,039	IM1-R?	0,03	A-Cl	0,08	losed_d	0,407	YY	YY	YY	YY	YY	YY	called	Vf	dorms	Ni	VA_med	AN_low	r_VA_high	XXX
Sp18	Sn123	if	aa	d_c	0,151	V-Co	0,056	IM1-R?	0,018	A-Cl	0,077	losed_d	0,419	YY	YY	YY	YY	YY	YY	walled	Vi	doors	Nf	VA_low	AN_high	r_AN_high	XXX
Sp18	Sn124	ii	aa	d_c	0,155	V-Co	0,04	IM1-R?	0,029	A-Cl	0,086	losed_d	0,398	YY	YY	YY	YY	YY	YY	walled	Vi	dorms	Ni	VA_low	AN_low	r_VA_high	XXX
Sp18	Sn149	ff	bb	l	0,056	YY	YY	YY	YY	A-On	0,056	oose_b	0,323	A-Rh	0,244	YY	YY	N-Cl	0,08	shake	Vf	boxes	Nf	VA_high	AN_high	r_med	XXX
Sp18	Sn150	fi	bb	l	0,039	YY	YY	YY	YY	A-On	0,039	oose_b	0,35	A-Rh	0,268	YY	YY	N-Cl	0,082	shake	Vf	bobbers	Ni	VA_high	AN_low	r_VA_high	XXX
Sp18	Sn151	if	bb	l	0,051	YY	YY	YY	YY	A-On	0,051	oose_b	0,368	A-Rh	0,28	YY	YY	N-Cl	0,088	snakes	Vi	boxes	Nf	VA_med	AN_high	r_AN_high	XXX
Sp18	Sn152	ii	bb	l	0,055	YY	YY	YY	YY	A-On	0,055	oose_b	0,365	A-Rh	0,275	YY	YY	N-Cl	0,09	snakes	Vi	bobbers	Ni	VA_med	AN_low	r_VA_high	XXX
Sp20	Sn113	ff	aa	ropped_f	0,506	R-V-ORh	0,301	YY	YY	YY	YY	lat_p	0,324	A-ONu	0,107	YY	YY	YY	YY	dropped	Vf	plants	Nf	VA_med	AN_med	r_med	XXX
Sp20	Sn114	fi	aa	ropped_f	0,609	R-V-ORh	0,294	YY	YY	YY	YY	lat_p	0,269	A-ONu+glot?	0,08	YY	YY	YY	YY	dropped	Vf	planks	Ni	VA_med	AN_med	r_med	XXX
Sp20	Sn115	if	aa	ropped_f	0,524	R-V-ORh?	0,295	YY	YY	YY	YY	lat_p	0,242	A-ONu?	0,069	YY	YY	YY	YY	cropped	Vi	plants	Nf	VA_low	AN_med	r_AN_high	XXX
Sp20	Sn116	ii	aa	ropped_f	0,544	R-V-ORh	0,286	YY	YY	YY	YY	lat_p	0,266	A-ONu?	0,091	YY	YY	YY	YY	cropped	Vi	planks	Ni	VA_low	AN_med	r_med	XXX
Sp20	Sn117	ff	aa	uys_g	0,434	R-V-Rh	0,359	YY	YY	A-Cl	0,074	reen_p	0,318	R-A-ORh	0,275	YY	YY	N-Cl	0,043	buys	Vf	paper	Nf	VA_high	AN_high	r_AN_high	XXX
Sp20	Sn118	fi	aa	uys_g	0,503	R-V-Rh	0,417	YY	YY	A-Cl	0,087	reen_p	0,318	R-A-ORh	0,274	YY	YY	?N-Cl	0,044	buys	Vf	paisley	Ni	VA_high	AN_high	r_med	XXX
Sp20	Sn119	if	aa	yes_g	0,479	R-V-Rh	0,391	YY	YY	A-Cl	0,088	reen_p	0,284	R-A-ORh	0,241	YY	YY	?N-Cl	0,043	dyes	Vi	paper	Nf	VA_med	AN_high	r_AN_high	XXX
Sp20	Sn120	ii	aa	yes_g	0,458	R-V-Rh	0,367	YY	YY	A-Cl	0,092	reen_p	0,337	R-A-ORh	0,301	YY	YY	?N-Cl	0,036	dyes	Vi	paisley	Ni	VA_med	AN_high	r_med	XXX
Sp20	Sn121	ff	aa	d_c	0,185	V-Co	0,048	IM1-R	0,058	A-Cl	0,08	losed_d	0,405	YY	YY	YY	YY	YY	YY	called	Vf	doors	Nf	VA_med	AN_high	r_AN_high	XXX
Sp20	Sn122	fi	aa	d_c	0,152	V-Co	0,018	IM1-R	0,056	A-Cl	0,079	losed_d	0,422	YY	YY	YY	YY	YY	YY	called	Vf	dorms	Ni	VA_med	AN_low	r_VA_high	XXX
Sp20	Sn123	if	aa	d_c	0,524	V-Co	0,099	IM1-R	0,129	?A-Cl	0,296	losed_d	0,409	YY	YY	YY	YY	YY	YY	walled	Vi	doors	Nf	VA_low	AN_high	r_AN_high	XXX
Sp20	Sn124	ii	aa	d_c	0,306	V-Co	0,052	IM1-R	0,082	A-Cl	0,173	losed_d	0,447	YY	YY	YY	YY	YY	YY	walled	Vi	dorms	Ni	VA_low	AN_low	r_VA_high	XXX
Sp20	Sn125	ff	aa	ade(+rel)	0,313	V-Rh	0,222	IM1-R(P)	0,092	YY	YY	d_p	0,139	A-Co	0,019	IM2-R	0,026	N-Cl	0,094	made	Vf	pictures	Nf	VA_high	AN_high	r_med	XXX
Sp20	Sn126	fi	aa	ade(+rel)	0,271	V-Rh	0,254	IM1-R(P)	0,017	YY	YY	d_p	0,166	A-Co	0,085	IM2-R	0,004	N-Cl	0,076	made	Vf	pitchers	Ni	VA_high	AN_high	r_VA_high	XXX
Sp20	Sn127	if	aa	ade(+rel)	0,47	YY	YY	YY	YY	YY	YY	d_p	0,173	YY	YY	YY	YY	YY	YY	shade	Vi	pictures	Nf	VA_high	AN_high	r_med	XXX
Sp20	Sn128	ii	aa	ade(+rel)	0,601	V-Rh	0,364	IM1-RP	0,237	YY	YY	d_p	0,149	YY	YY	YY	YY	YY	YY	shade	Vi	pitchers	Ni	VA_high	AN_high	r_VA_high	XXX
Sp20	Sn159	ff	aa	th	0,175	YY	YY	YY	YY	A-On	0,175	in_f	0,31	A-Rh	0,195	YY	YY	N-On	0,116	wear	Vf	farmers	Nf	VA_high	AN_low	r_VA_high	XXX
Sp20	Sn160	fi	aa	th	0,178	YY	YY	YY	YY	A-On	0,178	in_f	0,323	A-Rh	0,214	YY	YY	N-On	0,109	wear	Vf	farthings	Ni	VA_high	AN_low	r_VA_high	XXX
Sp20	Sn161	if	aa	th	0,159	YY	YY	YY	YY	A-On	0,159	in_f	0,282	A-Rh	0,184	YY	YY	N-On	0,098	pare	Vi	farmers	Nf	VA_low	AN_low	r_AN_high	XXX
Sp20	Sn162	ii	aa	th	0,177	YY	YY	YY	YY	A-On	0,177	in_f	0,335	A-Rh	0,212	YY	YY	N-On	0,123	pare	Vi	farthings	Ni	VA_low	AN_low	r_VA_high	XXX
